Time,FrontalAxis,VerticalAxis,LateralAxis,Gender,SensorId,signal,Phase,Frequence,Activity
725.0,0.9169299999999999,-0.059712,-0.10490999999999999,1,4,-61.5,4.8014,922.25,3
725.5,0.9403799999999999,-0.059712,-0.082102,1,3,-48.5,4.6219,921.75,3
726.13,0.92865,-0.059712,-0.09350499999999999,1,4,-62.0,4.3887,922.75,3
727.0,1.1866,-0.082679,-0.059296,1,1,-58.5,1.6091,923.25,3
728.75,-0.16180999999999998,0.98526,0.6362899999999999,1,1,-61.0,0.74858,920.25,4
730.25,0.22513000000000002,1.0082,0.043332,1,1,-64.5,2.8609,921.75,4
0.025,0.096148,0.9048700000000001,-0.0022806,1,1,-47.5,3.7429,922.25,4
1.5,0.084423,0.8359700000000001,0.15736,1,2,-56.5,5.5898,920.25,4
4.0,-0.39632,0.7096600000000001,0.13455999999999999,1,2,-59.5,0.4019,924.75,4
5.75,0.014071,0.99674,0.10035,1,2,-58.0,1.2149,925.75,2
8.5,0.22513000000000002,0.92784,0.23718000000000003,1,2,-57.0,5.2079,922.75,2
11.25,0.17823,0.92784,0.20297,1,2,-56.5,0.046019,920.25,2
13.0,0.10787000000000001,0.95081,0.16876,1,2,-58.5,0.9986200000000001,925.75,2
16.5,0.1196,0.96229,0.18017,1,2,-58.0,4.5344,924.25,2
18.0,0.10787000000000001,0.97377,0.18017,1,2,-57.5,1.1873,925.75,2
20.5,0.33066,0.8819100000000001,0.25999,1,2,-57.5,1.0937,925.75,2
22.25,0.13132,0.95081,0.16876,1,2,-57.0,1.2456,925.25,2
24.25,0.0023451,1.0082,0.12315,1,2,-56.5,5.2662,923.25,2
26.0,0.28376,0.9163600000000001,0.23718000000000003,1,2,-57.0,0.058290999999999996,920.25,2
27.5,0.1665,0.92784,0.20297,1,2,-56.0,5.5622,921.75,2
29.25,0.24858000000000002,0.8704200000000001,0.25999,1,2,-52.0,4.5437,923.25,2
33.5,0.072698,1.0312,0.12315,1,2,-57.0,0.9832799999999999,924.25,2
36.75,0.22513000000000002,0.92784,0.2828,1,2,-56.5,0.8851100000000001,925.25,2
39.25,0.18995,0.95081,0.317,1,2,-57.0,1.2594,925.25,2
44.5,0.084423,0.9163600000000001,0.2828,1,2,-52.0,5.4104,921.75,2
49.25,0.27203,0.93932,0.2942,1,2,-57.5,1.2625,923.75,2
52.0,0.34238,0.8589399999999999,0.12315,1,2,-57.5,0.9587399999999999,925.75,2
53.25,0.1196,0.99674,0.14595999999999998,1,2,-57.5,4.6418,924.25,2
54.25,0.2134,0.92784,0.066138,1,2,-56.5,5.0698,923.75,2
58.5,0.15478,0.96229,0.20297,1,2,-57.0,5.2385,923.25,2
61.5,0.14305,0.92784,0.18017,1,2,-57.0,5.3735,921.75,2
63.75,0.38928,0.9048700000000001,0.18017,1,2,-56.5,4.3212,923.75,2
69.75,0.24858000000000002,0.97377,0.14595999999999998,1,2,-56.5,5.8767,920.25,2
71.0,0.23685,0.98526,0.13455999999999999,1,2,-58.0,0.58138,925.25,2
72.5,0.13132,1.0197,0.077541,1,2,-57.5,0.87284,924.75,2
74.0,0.41273000000000004,0.89339,0.21438000000000001,1,2,-58.0,0.45098999999999995,925.75,2
75.75,0.24858000000000002,0.95081,0.14595999999999998,1,2,-57.5,0.5859800000000001,925.25,2
77.25,0.2134,1.0082,0.13455999999999999,1,2,-57.0,0.82988,924.75,2
78.25,0.20168,0.97377,0.13455999999999999,1,2,-57.5,0.51849,925.25,2
80.75,0.48308999999999996,0.8819100000000001,0.16876,1,2,-57.5,5.6589,925.25,2
87.5,0.1665,1.0082,0.054735,1,2,-57.5,0.7148399999999999,923.25,2
89.5,0.2603,0.92784,0.22578,1,2,-56.5,0.8667,924.75,2
92.25,0.27203,0.96229,0.13455999999999999,1,2,-58.0,0.4694,920.75,2
95.5,0.49481,0.8704200000000001,0.27139,1,2,-57.0,6.1819,921.75,2
97.75,0.24858000000000002,0.9048700000000001,0.16876,1,2,-57.5,4.855,925.25,2
100.5,0.20168,0.97377,0.16876,1,2,-57.0,0.10430999999999999,921.75,2
102.0,0.27203,0.95081,0.16876,1,2,-57.5,5.5116,923.25,2
105.75,0.36583000000000004,0.84746,0.043332,1,2,-57.0,1.9512,925.75,4
106.0,-0.19699,1.1231,0.19157000000000002,1,2,-50.5,0.51849,921.25,4
109.25,0.10787000000000001,0.96229,-0.059296,1,4,-58.0,1.5263,920.75,4
110.5,-0.06800700000000001,0.99674,0.043332,1,4,-58.0,4.2046,925.75,1
111.75,-0.16180999999999998,0.99674,0.043332,1,4,-57.5,5.7892,920.75,1
113.0,-0.021106,0.95081,0.08894400000000001,1,1,-58.5,5.5545,925.75,1
114.0,-0.20870999999999998,0.93932,0.077541,1,1,-57.0,0.49394,924.25,1
115.0,-0.25561,0.99674,0.020525,1,1,-56.5,1.3392,923.75,1
116.25,-0.26734,0.99674,-0.0022806,1,1,-57.0,1.445,924.25,1
117.5,-0.12663,0.92784,0.077541,1,1,-56.5,4.8627,923.75,1
118.75,-0.11490999999999998,0.9163600000000001,0.066138,1,1,-57.0,1.3284,924.25,1
120.25,-0.15009,0.95081,0.066138,1,4,-57.0,4.5989,925.75,1
121.25,-0.091458,0.9163600000000001,0.10035,1,1,-57.0,4.4301,924.25,1
121.75,-0.25561,0.98526,0.0091224,1,1,-55.5,5.1373,923.25,1
122.0,-0.24389,0.98526,0.031928,1,4,-56.5,5.0008,925.25,1
123.0,-0.12663,0.95081,0.077541,1,1,-56.0,5.2508,922.75,1
123.75,0.0023451,0.9163600000000001,0.16876,1,1,-57.5,1.2134,924.25,1
124.0,-0.13835999999999998,0.9163600000000001,0.077541,1,1,-56.0,5.2754,923.25,1
124.5,-0.091458,0.92784,0.11175,1,1,-59.0,0.59825,925.25,1
125.0,-0.24389,1.0082,0.031928,1,4,-57.5,4.7109,925.75,1
126.0,-0.22044,0.96229,0.031928,1,1,-57.5,1.1459,924.25,1
127.25,-0.06800700000000001,0.97377,0.077541,1,1,-56.5,4.6863,923.75,1
128.25,-0.044557,0.93932,0.11175,1,1,-57.5,0.89738,924.75,1
129.1,-0.079733,0.97377,0.08894400000000001,1,1,-56.0,5.2616,923.25,1
129.5,-0.20870999999999998,1.0082,0.043332,1,1,-56.0,1.7994,923.75,1
130.03,-0.17354,0.99674,0.054735,1,1,-59.5,0.20095,925.75,1
131.0,0.037521,0.92784,0.14595999999999998,1,1,-57.0,1.3668,924.25,1
132.0,-0.091458,0.95081,0.10035,1,1,-56.5,1.8208,923.75,1
132.75,-0.17354,0.99674,0.031928,1,1,-56.0,5.8184,922.75,1
133.6,-0.056282000000000006,0.93932,0.11175,1,1,-54.5,4.3918,920.75,1
134.5,-0.19699,1.0082,0.031928,1,1,-56.5,1.7564,923.75,1
135.0,0.037521,0.89339,0.14595999999999998,1,1,-56.0,5.6911,922.75,1
135.75,-0.19699,0.99674,0.020525,1,1,-57.5,1.0017,924.75,1
136.75,-0.15009,0.99674,0.043332,1,1,-56.5,1.5217,923.75,1
137.25,-0.044557,0.95081,0.10035,1,4,-57.5,1.4097,925.75,1
139.25,-0.06800700000000001,0.96229,0.066138,1,4,-56.0,4.9701,925.25,1
139.75,-0.056282000000000006,0.96229,0.10035,1,4,-57.0,1.307,925.75,1
140.75,0.060972000000000005,0.92784,0.13455999999999999,1,1,-56.5,1.0416,924.25,1
142.25,-0.15009,1.0082,0.10035,1,1,-56.5,4.5973,925.75,1
144.0,-0.044557,0.93932,0.15736,1,1,-57.5,5.9887,925.25,1
145.0,-0.10318,1.0197,-0.047893,1,1,-56.5,0.96641,921.25,1
146.0,-0.044557,0.97377,0.12315,1,1,-57.0,1.0416,923.25,1
146.5,0.096148,1.0312,0.12315,1,1,-57.0,5.4886,925.25,1
147.25,0.1196,0.92784,0.10035,1,1,-56.0,0.084369,922.75,1
148.0,0.17823,0.9048700000000001,0.12315,1,1,-57.0,1.9328,924.25,1
149.5,0.014071,0.95081,0.066138,1,4,-58.5,4.3013,925.75,1
150.53,-0.079733,0.96229,0.077541,1,1,-58.5,2.3823,924.25,1
151.5,0.096148,0.9048700000000001,0.15736,1,1,-58.0,5.9564,923.75,1
152.25,-0.11490999999999998,0.98526,0.020525,1,1,-56.0,4.832,921.25,1
153.25,-0.06800700000000001,0.97377,0.066138,1,1,-56.0,2.0801,920.75,1
154.25,0.060972000000000005,0.9163600000000001,0.10035,1,1,-56.0,1.0845,921.75,1
155.1,0.096148,0.9048700000000001,0.12315,1,4,-57.0,2.0249,924.75,1
155.5,-0.079733,0.97377,0.043332,1,4,-55.0,6.0009,920.75,1
156.25,0.025796,0.97377,0.08894400000000001,1,1,-56.5,5.9733,923.75,1
157.5,-0.056282000000000006,1.0542,0.043332,1,1,-57.0,1.5263,924.75,1
158.5,-0.17354,1.0082,0.043332,1,1,-59.0,1.3330000000000002,925.25,1
159.25,0.1196,0.8704200000000001,0.18017,1,4,-57.5,1.6168,925.75,1
160.0,-0.06800700000000001,0.97377,0.043332,1,1,-58.5,2.0172,924.75,1
160.75,0.1196,0.89339,0.12315,1,1,-56.5,6.205,923.25,1
161.25,0.060972000000000005,0.92784,0.11175,1,1,-57.5,5.8721,923.75,1
162.5,-0.079733,0.98526,0.066138,1,1,-59.0,2.1322,924.75,1
163.0,-0.091458,0.97377,0.054735,1,1,-57.5,0.14573,923.25,1
164.0,-0.13835999999999998,0.98526,0.020525,1,1,-56.0,1.3591,921.75,1
164.75,-0.0093803,0.95081,0.10035,1,1,-56.0,5.7831,920.25,1
166.25,0.2134,0.45703,-0.21894,1,4,-63.0,0.013806,921.75,1
166.83,0.63552,0.84746,0.10035,1,3,-56.0,6.2019,921.25,1
167.25,0.30721,1.0656,0.10035,1,3,-52.5,5.8429,924.75,1
167.75,0.43618999999999997,0.82449,0.031928,1,4,-60.5,0.81915,920.75,1
168.0,0.9872799999999999,0.5029600000000001,0.35120999999999997,1,3,-51.0,1.8116,922.25,1
168.5,0.92865,0.3422,0.08894400000000001,1,4,-62.5,2.4835,923.75,3
168.85,0.9990100000000001,0.05511900000000001,-0.070699,1,4,-61.0,4.9701,921.75,3
169.5,0.96383,-0.094162,-0.0022806,1,4,-61.5,2.2335,921.25,3
169.85,1.2218,-0.15158,0.054735,1,4,-64.0,5.0253,924.75,3
170.0,0.9521,-0.059712,-0.070699,1,3,-49.0,5.8675,920.75,3
170.6,1.1983,-0.14009000000000002,0.10035,1,4,-61.5,4.3534,922.25,3
171.15,0.9052,-0.059712,-0.070699,1,3,-50.5,0.74551,923.75,3
171.25,1.0107,-0.059712,-0.047893,1,4,-61.5,4.8305,921.75,3
171.75,0.92865,-0.048229,-0.059296,1,4,-61.5,2.1721,921.25,3
172.25,0.9403799999999999,-0.036746,-0.047893,1,4,-63.5,4.9271,924.75,3
172.85,1.1045,-0.094162,0.0091224,1,3,-50.0,1.0769,923.25,3
173.0,0.9521,-0.036746,-0.047893,1,3,-49.5,4.832,922.25,3
173.5,1.2804,-0.17454,0.08894400000000001,1,3,-49.0,5.1281,921.75,3
173.75,1.1866,-0.15158,0.043332,1,4,-66.0,0.97408,925.75,3
174.25,0.96383,-0.048229,-0.047893,1,3,-49.0,5.4242,921.25,3
175.5,1.0928,-0.082679,-0.013684,1,3,-50.0,4.7507,922.25,3
175.75,0.9169299999999999,-0.036746,-0.070699,1,4,-65.0,4.5329,925.25,3
176.5,1.1749,-0.14009000000000002,0.043332,1,3,-50.0,4.4424,922.75,3
177.75,1.0576,-0.048229,-0.013684,1,3,-50.0,4.1187,923.25,3
178.38,1.1397,-0.14009000000000002,0.020525,1,4,-63.0,2.6262,923.75,3
180.75,1.0107,-0.036746,-0.047893,1,4,-63.5,5.734,923.75,3
181.5,1.0225,-0.048229,-0.047893,1,4,-62.5,5.1803,921.25,3
183.25,1.1045,-0.11713,-0.013684,1,3,-50.5,0.67802,923.75,3
183.5,0.9169299999999999,-0.036746,-0.070699,1,4,-66.5,0.7946,925.75,3
184.0,1.1632,-0.12861,0.043332,1,4,-62.0,5.1036,921.25,3
184.25,0.9872799999999999,-0.059712,-0.025087,1,4,-65.5,4.7768,924.75,3
184.75,1.1983,-0.15158,0.043332,1,3,-48.0,5.4119,920.75,3
185.1,1.1866,-0.11713,0.14595999999999998,1,3,-48.5,4.2844,922.25,3
185.75,0.92865,-0.082679,0.0091224,1,3,-49.0,4.3657,921.75,3
186.6,0.97555,-0.082679,0.10035,1,4,-63.5,3.591,920.25,3
187.08,0.9990100000000001,-0.059712,0.10035,1,3,-51.5,2.8287,924.25,3
187.25,1.2101,-0.22048,0.14595999999999998,1,3,-48.0,5.1174,920.75,3
187.35,1.2218,-0.20899,0.13455999999999999,1,4,-63.5,3.5159,923.25,3
187.85,0.88175,-0.07119600000000001,-0.025087,1,4,-65.0,4.7922,925.25,3
188.5,0.9403799999999999,-0.082679,0.020525,1,4,-66.0,4.4225,925.75,3
188.75,0.9169299999999999,-0.082679,0.0091224,1,3,-50.0,3.7935,922.75,3
189.0,0.9052,-0.10565,-0.0022806,1,4,-63.5,3.4392,920.25,3
189.5,1.2687,-0.19751,0.18017,1,3,-51.0,5.981,924.25,3
189.88,0.92865,-0.094162,0.020525,1,3,-50.5,0.28379,923.25,3
190.0,0.9403799999999999,-0.07119600000000001,0.020525,1,4,-62.5,4.5498,922.25,3
190.6,1.2452,-0.22048,0.16876,1,4,-64.0,6.1927,923.75,3
191.25,1.128,-0.17454,0.12315,1,3,-50.0,3.7613,922.75,3
191.5,0.92865,-0.07119600000000001,0.031928,1,3,-48.5,5.3429,920.25,3
192.25,1.4094,-0.25493000000000005,0.27139,1,3,-50.0,3.8043,923.25,3
192.5,0.8934799999999999,-0.07119600000000001,-0.036489999999999995,1,3,-48.5,4.0528,922.25,3
192.75,0.9990100000000001,-0.048229,0.16876,1,4,-65.0,1.7687,925.25,3
193.5,1.1397,-0.14009000000000002,0.10035,1,3,-50.0,3.7153,922.75,3
193.75,0.9169299999999999,-0.059712,0.0091224,1,3,-48.5,4.7293,921.25,3
194.15,1.1163,-0.18603,0.10035,1,4,-65.0,5.2385,924.75,3
194.5,1.1397,-0.15158,0.13455999999999999,1,3,-49.0,5.0944,920.75,3
194.58,1.2687,-0.22048,0.25999,1,4,-67.5,4.1586,923.25,3
195.75,0.9052,-0.01378,0.48805,1,4,-67.0,5.303,925.75,3
196.0,0.8934799999999999,-0.025263,0.14595999999999998,1,4,-66.0,5.9396,921.25,3
197.0,0.9990100000000001,-0.048229,0.08894400000000001,1,4,-66.5,5.9304,920.75,3
198.0,1.1045,-0.10565,-0.0022806,1,3,-49.0,4.1617,921.75,3
198.1,0.9169299999999999,-0.082679,0.054735,1,3,-48.5,4.1816,921.75,3
198.5,1.339,-0.25493000000000005,0.15736,1,3,-49.5,0.37276,922.75,3
198.88,1.0928,-0.15158,0.14595999999999998,1,3,-48.0,5.2769,920.25,3
199.33,1.3859,-0.26641,0.18017,1,3,-49.0,4.9716,920.75,3
199.75,1.2687,-0.19751,0.21438000000000001,1,4,-67.0,0.28379,923.25,3
201.0,0.9403799999999999,-0.082679,0.08894400000000001,1,4,-63.5,2.5817,921.25,3
203.0,1.2452,-0.18603,0.24859,1,4,-66.5,4.3412,925.75,3
203.83,0.8934799999999999,-0.082679,0.15736,1,4,-62.5,0.7133,920.25,3
204.35,0.96383,-0.036746,0.077541,1,4,-64.5,5.8445,920.75,3
204.75,1.2570000000000001,-0.20899,0.32841,1,3,-49.5,3.8641,922.25,3
205.0,1.2452,-0.26641,0.19157000000000002,1,3,-52.0,5.1603,925.25,3
205.25,0.9052,-0.082679,0.08894400000000001,1,3,-48.5,4.2046,921.75,3
205.5,1.339,-0.25493000000000005,0.2828,1,4,-64.0,1.06,922.75,3
206.08,1.3156,-0.25493000000000005,0.27139,1,3,-48.5,4.5743,921.25,3
206.15,0.9052,-0.07119600000000001,0.08894400000000001,1,3,-48.5,5.2324,920.25,3
206.75,1.2570000000000001,-0.22048,0.22578,1,3,-48.5,4.8336,920.75,3
207.5,1.0107,-0.082679,0.08894400000000001,1,4,-65.5,6.2004,923.75,3
208.25,0.92865,-0.082679,-0.036489999999999995,1,3,-48.0,4.7155,921.25,3
209.0,1.339,-0.24344000000000002,0.15736,1,4,-65.5,5.78,924.25,3
209.5,1.3156,-0.23196,0.20297,1,3,-48.5,4.1663,922.25,3
209.75,1.1045,-0.094162,0.08894400000000001,1,3,-50.5,6.0945,923.75,3
210.5,0.9052,-0.07119600000000001,0.14595999999999998,1,4,-62.5,4.1034,922.75,3
210.75,1.3156,-0.22048,0.16876,1,3,-49.0,4.7891,921.25,3
211.5,1.2335,-0.16305999999999998,0.19157000000000002,1,4,-64.5,6.1098,924.25,3
212.08,1.1163,-0.10565,0.08894400000000001,1,4,-64.0,4.7569,922.25,3
212.5,1.1397,-0.15158,0.12315,1,3,-50.0,6.1804,923.75,3
212.6,0.9169299999999999,-0.07119600000000001,0.020525,1,4,-65.5,2.3332,921.75,3
213.0,1.4094,-0.25493000000000005,0.24859,1,3,-49.0,3.6969,922.75,3
213.5,1.1983,-0.15158,0.16876,1,4,-65.5,4.039,920.25,3
214.25,0.9169299999999999,-0.07119600000000001,0.066138,1,3,-50.5,0.16567,923.25,3
215.25,1.0811,-0.12861,0.077541,1,4,-65.5,4.6909,925.75,3
215.5,0.92865,-0.0022965999999999998,0.066138,1,3,-48.5,4.8474,921.25,3
215.85,1.2218,-0.16305999999999998,0.16876,1,3,-49.0,5.4579,920.25,3
216.75,0.9403799999999999,-0.036746,0.077541,1,3,-50.5,3.4775,923.25,3
217.0,1.1163,-0.082679,0.13455999999999999,1,4,-65.0,1.5785,925.25,3
217.75,0.9872799999999999,-0.025263,0.043332,1,3,-49.5,3.8288,922.75,3
218.0,0.92865,-0.036746,0.020525,1,3,-50.0,3.8442,922.75,3
218.1,0.9169299999999999,-0.025263,0.020525,1,3,-48.5,4.8566,921.25,3
218.25,0.9521,-0.036746,0.031928,1,3,-48.5,5.5469,920.25,3
218.5,1.3273,-0.19751,0.19157000000000002,1,4,-64.0,5.1404,924.75,3
218.75,1.0107,-0.036746,0.066138,1,3,-48.5,5.1664,920.75,3
219.25,1.0694,-0.082679,0.08894400000000001,1,4,-63.5,0.27918000000000004,923.25,3
219.75,0.9403799999999999,-0.036746,0.031928,1,3,-50.5,0.021476,923.75,3
219.93,0.92865,-0.036746,0.031928,1,4,-62.5,4.9317,921.75,3
220.5,1.1397,-0.16305999999999998,0.15736,1,3,-48.5,4.6035,921.25,3
220.6,0.9169299999999999,-0.036746,0.08894400000000001,1,4,-62.0,5.6696,921.25,3
220.75,0.8934799999999999,-0.036746,0.08894400000000001,1,4,-63.0,3.5404,920.25,3
221.25,0.9990100000000001,-0.07119600000000001,0.11175,1,3,-48.5,4.8581,920.75,3
221.75,1.1866,-0.15158,0.16876,1,4,-63.0,4.6219,922.25,3
222.75,1.1045,-0.082679,0.20297,1,4,-60.0,3.9255,922.75,3
223.25,0.9403799999999999,-0.07119600000000001,0.15736,1,3,-50.5,0.018408,920.25,3
224.25,1.2218,-0.18603,0.23718000000000003,1,3,-50.5,4.8658,922.25,3
224.5,1.1514,-0.16305999999999998,0.20297,1,3,-51.0,0.65961,923.75,3
225.0,0.9990100000000001,-0.059712,0.11175,1,3,-51.0,3.5941,922.75,3
225.4,0.9521,-0.059712,-0.013684,1,3,-48.0,4.6909,921.25,3
225.65,0.87003,-0.10565,0.020525,1,3,-47.5,5.3643,920.25,3
226.35,1.2335,-0.18603,0.13455999999999999,1,3,-47.5,4.9916,920.75,3
226.5,0.9872799999999999,-0.07119600000000001,0.054735,1,3,-49.0,3.9807,922.25,3
226.75,1.0225,-0.082679,0.14595999999999998,1,4,-63.5,4.8597,925.25,3
227.25,1.0459,-0.11713,0.23718000000000003,1,4,-62.0,5.7678,921.75,3
228.33,0.9872799999999999,-0.036746,0.24859,1,4,-66.0,5.349,924.75,3
229.0,0.96383,-0.082679,0.16876,1,3,-50.5,0.77159,922.25,3
229.25,0.92865,-0.07119600000000001,0.19157000000000002,1,4,-65.0,0.049087,923.75,3
230.0,0.97555,-0.036746,0.08894400000000001,1,4,-64.0,0.57831,922.75,3
230.5,0.9169299999999999,-0.07119600000000001,-0.013684,1,4,-64.0,0.033748,920.25,3
231.2,1.1163,-0.12861,0.077541,1,3,-47.5,5.0437,920.75,3
231.25,1.0928,-0.11713,0.054735,1,3,-50.0,0.21783000000000002,923.25,3
231.5,1.1397,-0.14009000000000002,0.08894400000000001,1,4,-63.5,1.2164,922.25,3
232.13,0.92865,-0.082679,0.031928,1,3,-48.5,4.2675,921.75,3
232.5,0.9403799999999999,-0.082679,0.066138,1,3,-49.5,3.5803,922.75,3
233.13,0.9169299999999999,-0.059712,0.031928,1,3,-47.5,5.2677,920.25,3
233.6,1.0342,-0.07119600000000001,0.066138,1,3,-47.5,5.01,920.75,3
233.75,0.9403799999999999,-0.059712,0.020525,1,3,-50.0,0.22089,923.25,3
234.0,1.2101,-0.16305999999999998,0.15736,1,4,-63.5,4.3243,922.25,3
234.5,0.97555,-0.082679,0.13455999999999999,1,3,-48.5,4.2798,921.75,3
234.58,0.88175,-0.082679,0.054735,1,3,-48.5,4.2798,921.75,3
235.0,1.128,-0.12861,0.16876,1,3,-49.5,0.41878000000000004,922.75,3
235.4,0.9052,-0.082679,0.077541,1,3,-48.0,5.2984,920.25,3
235.75,1.2335,-0.19751,0.15736,1,3,-48.0,5.0084,920.75,3
236.0,1.0225,-0.059712,0.043332,1,3,-48.0,4.9946,920.75,3
236.25,1.1632,-0.16305999999999998,0.08894400000000001,1,3,-50.5,0.18408,923.25,3
236.35,1.0694,-0.082679,0.043332,1,3,-49.0,3.9791,922.25,3
236.5,1.339,-0.23196,0.15736,1,3,-50.5,6.2586,923.75,3
236.88,0.9169299999999999,-0.059712,-0.0022806,1,4,-63.0,4.8719,921.75,3
237.35,1.2570000000000001,-0.19751,0.14595999999999998,1,3,-50.0,3.7,922.75,3
237.5,1.0225,-0.07119600000000001,0.043332,1,3,-48.5,4.6878,921.25,3
238.25,1.339,-0.25493000000000005,0.18017,1,3,-48.5,5.0253,920.75,3
238.35,0.92865,-0.082679,0.0091224,1,4,-63.5,5.9411,920.75,3
239.0,0.9521,-0.07119600000000001,0.0091224,1,4,-65.5,1.6199,925.25,3
239.25,0.9169299999999999,-0.059712,-0.0022806,1,3,-48.5,4.3626,921.75,3
239.75,1.2452,-0.19751,0.14595999999999998,1,3,-50.0,3.6601,922.75,3
240.25,1.1397,-0.14009000000000002,0.11175,1,4,-63.0,0.13499,920.25,3
241.0,1.0459,-0.082679,0.043332,1,4,-64.0,0.25464000000000003,923.25,3
241.5,0.92865,-0.059712,0.0091224,1,3,-51.0,6.1758,923.75,3
242.0,1.2804,-0.19751,0.18017,1,4,-66.0,4.2046,925.75,3
242.5,1.1632,-0.15158,0.11175,1,3,-48.0,4.7216,921.25,3
242.65,0.9052,-0.07119600000000001,-0.013684,1,4,-63.5,0.030680000000000002,920.25,3
243.0,0.92865,-0.07119600000000001,-0.0022806,1,4,-64.5,5.5039,924.25,3
243.88,1.2101,-0.18603,0.14595999999999998,1,4,-65.5,4.6694,925.25,3
244.25,0.9169299999999999,-0.07119600000000001,0.0091224,1,3,-48.5,4.3504,921.75,3
244.5,1.2804,-0.20899,0.15736,1,3,-50.0,3.6724,922.75,3
244.85,0.9052,-0.082679,0.020525,1,3,-48.0,4.6556,921.25,3
245.1,1.2218,-0.17454,0.15736,1,3,-48.0,5.3521,920.25,3
245.25,1.0576,-0.094162,0.08894400000000001,1,4,-64.5,1.9635,924.75,3
245.88,0.92865,-0.094162,0.031928,1,3,-48.0,4.9517,920.75,3
245.95,0.9169299999999999,-0.082679,0.043332,1,3,-50.5,3.2827,923.25,3
246.0,1.3039,-0.23196,0.21438000000000001,1,3,-49.0,3.9331,922.25,3
246.58,0.92865,-0.094162,0.031928,1,3,-48.5,4.2798,921.75,3
246.75,0.9052,-0.07119600000000001,0.054735,1,3,-48.5,4.2721,921.75,3
247.13,1.1749,-0.12861,0.14595999999999998,1,3,-49.5,3.6969,922.75,3
247.25,1.3156,-0.22048,0.20297,1,3,-48.0,4.7032,921.25,3
247.5,1.0459,-0.10565,0.066138,1,3,-48.0,5.3643,920.25,3
247.6,1.1163,-0.15158,0.11175,1,3,-47.5,5.3643,920.25,3
248.0,1.1866,-0.12861,0.13455999999999999,1,4,-64.5,2.37,924.25,3
248.25,1.4211,-0.26641,0.21438000000000001,1,3,-48.0,5.0269,920.75,3
248.75,1.0459,-0.082679,0.077541,1,4,-65.0,1.465,925.25,3
249.0,0.9169299999999999,-0.025263,-0.013684,1,3,-48.5,4.648,921.75,3
249.6,1.2921,-0.15158,0.11175,1,3,-48.5,4.7661,921.25,3
249.93,0.92865,0.020669999999999997,0.031928,1,3,-48.0,5.5193,920.25,3
250.0,0.9052,0.05511900000000001,-0.059296,1,3,-48.5,5.5147,920.25,3
250.6,1.3273,-0.11713,0.16876,1,3,-48.5,5.2938,920.75,3
250.65,1.0342,0.032152999999999994,0.10035,1,4,-64.0,5.6052,920.75,3
251.0,0.8934799999999999,0.10105,-0.013684,1,4,-64.5,0.84983,922.25,3
251.5,0.96383,0.05511900000000001,0.0091224,1,4,-64.5,5.9963,923.75,3
252.0,1.0459,-0.19751,0.08894400000000001,1,3,-49.5,3.7076,922.75,3
252.4,0.9169299999999999,-0.036746,0.0091224,1,3,-47.5,5.372000000000001,920.25,3
253.25,1.0694,-0.059712,0.054735,1,3,-50.5,3.3916,923.25,3
253.35,0.9169299999999999,-0.048229,-0.0022806,1,3,-50.5,3.3686,923.25,3
254.25,0.9052,-0.07119600000000001,-0.013684,1,4,-64.5,0.7025600000000001,922.75,3
254.75,0.96383,-0.059712,0.020525,1,3,-48.0,4.6602,921.25,3
254.85,1.1163,-0.12861,0.066138,1,3,-47.5,5.3337,920.25,3
255.25,0.97555,-0.036746,0.020525,1,4,-65.0,5.7862,920.75,3
255.5,1.2804,-0.18603,0.15736,1,3,-50.0,3.3287,923.25,3
256.25,0.9052,-0.048229,-0.0022806,1,3,-50.5,6.1681,923.75,3
256.35,0.9521,-0.036746,0.0091224,1,3,-48.0,4.3504,921.75,3
256.75,1.2335,-0.16305999999999998,0.14595999999999998,1,3,-49.5,3.7583,922.75,3
257.15,1.0107,-0.025263,0.031928,1,3,-47.5,5.4502,920.25,3
257.25,0.9521,-0.036746,0.0091224,1,3,-47.5,5.4334,920.25,3
257.88,1.339,-0.20899,0.18017,1,3,-47.5,5.0744,920.75,3
258.25,0.9169299999999999,-0.059712,-0.013684,1,3,-49.0,4.0712,922.25,3
258.5,0.9403799999999999,-0.059712,0.0091224,1,4,-67.0,4.6234,925.25,3
259.25,0.9990100000000001,-0.036746,0.0091224,1,3,-49.5,3.7107,922.75,3
259.75,0.92865,-0.048229,-0.0022806,1,4,-67.0,5.0345,924.75,3
260.25,1.3625,-0.24344000000000002,0.16876,1,3,-48.0,5.0284,920.75,3
260.85,1.2452,-0.17454,0.12315,1,3,-48.5,4.0466,922.25,3
261.0,1.1045,-0.094162,0.066138,1,3,-50.5,6.207999999999999,923.75,3
261.63,1.3039,-0.17454,0.16876,1,3,-49.5,3.8564,922.75,3
261.75,0.9521,-0.048229,-0.013684,1,3,-50.0,3.9715,922.75,3
263.1,1.3977,-0.22048,0.23718000000000003,1,3,-49.0,3.7061,922.25,3
263.25,0.9052,-0.07119600000000001,0.077541,1,3,-49.0,3.8411,922.25,3
263.5,0.8583,0.05511900000000001,0.2942,1,3,-49.5,2.5848,923.75,3
263.75,1.2101,-0.14009000000000002,0.35120999999999997,1,3,-49.5,4.1402,921.75,3
264.5,0.9403799999999999,-0.01378,0.2942,1,3,-49.5,4.2967,921.25,3
